Assay_Type	AvgSpotLen	BioSample	DATASTORE_provider	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	age	biomaterial_provider	cell_line	disease	disease_stage	ethnicity	sex	tissue	AssemblyName	BioProject	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_region	InsertSize	Organism	Platform	ReleaseDate	SRA_Study	isolate	sample_type
WXS	152	SAMN10987623	ncbi	SRX5418123	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	WXS-NH6_AUTONOMIC_GANGLIA	25/02/2019	5311	2633	SRR8618964	SRS4395364	NH6_AUTONOMIC_GANGLIA	0.75	HSSRB	NH-6	neuroblastoma	primary	Asian	female	autonomic_ganglia	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
WXS	152	SAMN10989581	ncbi	SRX5418124	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	WXS-NCIH2073_LUNG	25/02/2019	8521	4833	SRR8618963	SRS4395204	NCIH2073_LUNG	47	ATCC:NCI-H2073	NCI-H2073	carcinoma (adenocarcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
WXS	152	SAMN10988024	ncbi	SRX5418125	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	WXS-NCIH2172_LUNG	25/02/2019	8011	4077	SRR8618962	SRS4395126	NCIH2172_LUNG	NA	ATCC:NCI-H2172	NCI-H2172	carcinoma (non_small_cell_carcinoma)	primary	African_american	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
WXS	152	SAMN10987985	ncbi	SRX5418126	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	WXS-NCIH2286_LUNG	25/02/2019	7944	3968	SRR8618961	SRS4395876	NCIH2286_LUNG	57	NA	NCI-H2286	carcinoma (small_cell_carcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
WXS	152	SAMN10988121	ncbi	SRX5418127	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	WXS-NCIH660_PROSTATE	25/02/2019	6076	3035	SRR8618960	SRS4395840	NCIH660_PROSTATE	63	GNF	NCI-H660	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	male	prostate	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988526	ncbi	SRX5431888	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HCC4006_LUNG	27/02/2019	1106	598	SRR8633530	SRS4395288	HCC4006_LUNG	NA	ATCC:HCC4006	HCC4006	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987659	ncbi	SRX5431889	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HCC38_BREAST	27/02/2019	3374	1798	SRR8633529	SRS4395357	HCC38_BREAST	50	ATCC:HCC38	HCC38	carcinoma (ductal_carcinoma)	primary	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10989579	ncbi	SRX5431890	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-OE21_OESOPHAGUS	27/02/2019	1229	703	SRR8633528	SRS4395551	OE21_OESOPHAGUS	74	HPACC	OE21	carcinoma (squamous_cell_carcinoma)	primary	Caucasian	male	oesophagus	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987775	ncbi	SRX5431891	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-OE33_OESOPHAGUS	27/02/2019	2271	1350	SRR8633527	SRS4395550	OE33_OESOPHAGUS	73	HPACC	OE33	other (metaplasia)	primary	Caucasian	female	oesophagus	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987922	ncbi	SRX5431892	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-OCUM1_STOMACH	27/02/2019	3388	2125	SRR8633526	SRS4395553	OCUM1_STOMACH	38	NIBRI	OCUM-1	carcinoma (diffuse_adenocarcinoma)	primary	Asian	female	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987985	ncbi	SRX5432582	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH2286_LUNG	27/02/2019	1935	1025	SRR8634089	SRS4395876	NCIH2286_LUNG	57	NA	NCI-H2286	carcinoma (small_cell_carcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987629	ncbi	SRX5432583	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH2347_LUNG	27/02/2019	1263	696	SRR8634088	SRS4395123	NCIH2347_LUNG	54	ATCC:NCI-H2347	NCI-H2347	carcinoma (adenocarcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987673	ncbi	SRX5432584	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH2342_LUNG	27/02/2019	1657	952	SRR8634087	SRS4395124	NCIH2342_LUNG	55	ATCC:NCI-H2342	NCI-H2342	carcinoma (adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10989559	ncbi	SRX5432585	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-639V_URINARY_TRACT	27/02/2019	1432	870	SRR8634086	SRS4395828	639V_URINARY_TRACT	69	ATCC:639-V	639-V	carcinoma (transitional_cell_carcinoma)	primary	Caucasian	male	urinary_tract	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988041	ncbi	SRX5432586	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-59M_OVARY	27/02/2019	2677	1445	SRR8634085	SRS4395827	59M_OVARY	NA	ECACC:59M	59M	carcinoma	metastasis	Caucasian	female	ovary	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987668	ncbi	SRX5432587	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH226_LUNG	27/02/2019	3017	1877	SRR8634084	SRS4395875	NCIH226_LUNG	NA	ATCC:NCI-H226	NCI-H226	carcinoma (squamous_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987800	ncbi	SRX5432588	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-PC14_LUNG	27/02/2019	6607	3960	SRR8634083	SRS4395745	PC14_LUNG	NA	RIKEN:PC-14	PC-14	carcinoma (non_small_cell_carcinoma)	primary	Asian	NA	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987779	ncbi	SRX5432589	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH2228_LUNG	27/02/2019	3384	1976	SRR8634082	SRS4395878	NCIH2228_LUNG	NA	NA	NCI-H2228	carcinoma (adenocarcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988269	ncbi	SRX5432590	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	27/02/2019	1435	843	SRR8634081	SRS4395650	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	52	NA	RL	lymphoid_neoplasm (B_cell_lymphoma_unspecified)	metastasis	Caucasian	male	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988078	ncbi	SRX5432591	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-SNU1105_CENTRAL_NERVOUS_SYSTEM	27/02/2019	1987	1119	SRR8634080	SRS4395794	SNU1105_CENTRAL_NERVOUS_SYSTEM	61	NA	SNU-1105	glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)	primary	Asian	male	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988074	ncbi	SRX5432592	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HCC1195_LUNG	27/02/2019	1563	896	SRR8634079	SRS4395136	HCC1195_LUNG	47	KCLB:HCC-1195	HCC-1195	carcinoma (mixed_adenosquamous_carcinoma)	primary	African_american	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987946	ncbi	SRX5432593	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HCC1187_BREAST	27/02/2019	1324	717	SRR8634078	SRS4395599	HCC1187_BREAST	41	ATCC:HCC1187	HCC1187	carcinoma (ductal_carcinoma)	primary	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987756	ncbi	SRX5432594	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HCC1171_LUNG	27/02/2019	1297	693	SRR8634077	SRS4395139	HCC1171_LUNG	58	KCLB:HCC-1171	HCC-1171	carcinoma (non_small_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987917	ncbi	SRX5432595	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HCC1143_BREAST	27/02/2019	1816	952	SRR8634076	SRS4395598	HCC1143_BREAST	52	ATCC:HCC1143	HCC1143	carcinoma (ductal_carcinoma)	primary	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987873	ncbi	SRX5432596	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HARA_LUNG	27/02/2019	1966	1078	SRR8634075	SRS4395597	HARA_LUNG	57	HSRRB	HARA	carcinoma (squamous_cell_carcinoma)	metastasis	Asian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987915	ncbi	SRX5432597	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-H4_CENTRAL_NERVOUS_SYSTEM	27/02/2019	2611	1635	SRR8634074	SRS4395409	H4_CENTRAL_NERVOUS_SYSTEM	37	NIBRI	H4	glioma	primary	Caucasian	male	central_nervous_system	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987761	ncbi	SRX5432598	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-GSU_STOMACH	27/02/2019	1813	1001	SRR8634073	SRS4395138	GSU_STOMACH	NA	RIKEN:GSU	GSU	carcinoma (adenocarcinoma)	metastasis	Asian	NA	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987754	ncbi	SRX5432599	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-GSS_STOMACH	27/02/2019	1155	657	SRR8634072	SRS4395110	GSS_STOMACH	NA	RIKEN:GSS	GSS	carcinoma (adenocarcinoma)	metastasis	Asian	NA	stomach	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987678	ncbi	SRX5432600	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH322_LUNG	27/02/2019	1926	1054	SRR8634071	SRS4395273	NCIH322_LUNG	52	EACC	NCI-H322	carcinoma (adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988059	ncbi	SRX5432601	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH3255_LUNG	27/02/2019	1668	888	SRR8634070	SRS4395607	NCIH3255_LUNG	NA	NIBRI	NCI-H3255	carcinoma (adenocarcinoma)	primary	Caucasian	NA	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987886	ncbi	SRX5432602	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH358_LUNG	27/02/2019	997	647	SRR8634069	SRS4395608	NCIH358_LUNG	NA	ATCC:NCI-H358	NCI-H358	carcinoma (bronchioloalveolar_adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988237	ncbi	SRX5432603	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH441_LUNG	27/02/2019	2435	1533	SRR8634068	SRS4395274	NCIH441_LUNG	NA	ATCC:NCI-H441	NCI-H441	carcinoma (adenocarcinoma)	metastasis	Caucasian	NA	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988376	ncbi	SRX5432604	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH2444_LUNG	27/02/2019	913	486	SRR8634067	SRS4395120	NCIH2444_LUNG	NA	ATCC:NCI-H2444	NCI-H2444	carcinoma (non_small_cell_carcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988138	ncbi	SRX5432605	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH2452_PLEURA	27/02/2019	1507	910	SRR8634066	SRS4395270	NCIH2452_PLEURA	NA	ATCC:NCI-H2452	NCI-H2452	mesothelioma	metastasis	Caucasian	male	pleura	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987926	ncbi	SRX5432606	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HCC1395_BREAST	27/02/2019	1845	1102	SRR8634065	SRS4395595	HCC1395_BREAST	43	ATCC:HCC1395	HCC1395	carcinoma (ductal_carcinoma)	primary	Caucasian	female	breast	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987969	ncbi	SRX5432607	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-HCC1359_LUNG	27/02/2019	1472	781	SRR8634064	SRS4395137	HCC1359_LUNG	55	KCLB:HCC-1359	HCC-1359	carcinoma (large_cell_carcinoma)	primary	African_american	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988264	ncbi	SRX5432608	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-PANC0403_PANCREAS	27/02/2019	1429	759	SRR8634063	SRS4395634	PANC0403_PANCREAS	70	ATCC:Panc 04.03	Panc 04.03	carcinoma	primary	Caucasian	male	pancreas	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987928	ncbi	SRX5432609	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-TEN_ENDOMETRIUM	27/02/2019	1935	1157	SRR8634062	SRS4395892	TEN_ENDOMETRIUM	74	RIKEN:TEN	TEN	carcinoma (clear_cell_carcinoma)	primary	Asian	female	endometrium	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988485	ncbi	SRX5432610	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	27/02/2019	1155	630	SRR8634061	SRS4395868	CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	36	DSMZ:CML-T1	CML-T1	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	primary	Asian	female	haematopoietic_and_lymphoid_tissue	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987883	ncbi	SRX5432611	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO201_LARGE_INTESTINE	27/02/2019	1233	722	SRR8634060	SRS4395850	COLO201_LARGE_INTESTINE	70	NA	COLO 201	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988542	ncbi	SRX5432612	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO320_LARGE_INTESTINE	27/02/2019	1385	791	SRR8634059	SRS4395191	COLO320_LARGE_INTESTINE	55	DSMZ:COLO-320	COLO-320	carcinoma (adenocarcinoma)	primary	Caucasian	female	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987711	ncbi	SRX5432613	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO668_LUNG	27/02/2019	3156	1762	SRR8634058	SRS4395616	COLO668_LUNG	47	ECACC:COLO 668	COLO 668	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988483	ncbi	SRX5432614	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO678_LARGE_INTESTINE	27/02/2019	1647	855	SRR8634057	SRS4395184	COLO678_LARGE_INTESTINE	69	DSMZ:COLO-678	COLO-678	carcinoma (adenocarcinoma)	metastasis	Caucasian	male	large_intestine	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988260	ncbi	SRX5432615	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO679_SKIN	27/02/2019	2253	1412	SRR8634056	SRS4395185	COLO679_SKIN	47	DSMZ:COLO-679	COLO-679	malignant_melanoma	metastasis	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988482	ncbi	SRX5432616	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO680N_OESOPHAGUS	27/02/2019	1619	892	SRR8634055	SRS4395972	COLO680N_OESOPHAGUS	57	DSMZ:COLO-680N	COLO-680N	carcinoma (squamous_cell_carcinoma)	primary	African_american	female	oesophagus	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988054	ncbi	SRX5432617	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO684_ENDOMETRIUM	27/02/2019	2018	1211	SRR8634054	SRS4395618	COLO684_ENDOMETRIUM	63	ECACC:COLO 684	COLO 684	carcinoma (adenocarcinoma)	primary	Caucasian	female	endometrium	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988282	ncbi	SRX5432618	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO741_SKIN	27/02/2019	2096	1204	SRR8634053	SRS4395619	COLO741_SKIN	69	GNF	COLO 741	malignant_melanoma	metastasis	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987968	ncbi	SRX5432619	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-COLO783_SKIN	27/02/2019	1377	802	SRR8634052	SRS4395186	COLO783_SKIN	48	DSMZ:COLO-783	COLO-783	malignant_melanoma	metastasis	Caucasian	female	skin	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987669	ncbi	SRX5432620	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH1666_LUNG	27/02/2019	1226	607	SRR8634051	SRS4395974	NCIH1666_LUNG	50	ATCC:NCI-H1666	NCI-H1666	carcinoma (bronchioloalveolar_adenocarcinoma)	metastasis	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987663	ncbi	SRX5432621	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH1651_LUNG	27/02/2019	1467	926	SRR8634050	SRS4395976	NCIH1651_LUNG	71	ATCC:NCI-H1651	NCI-H1651	carcinoma (adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987598	ncbi	SRX5432622	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH1694_LUNG	27/02/2019	975	476	SRR8634049	SRS4395978	NCIH1694_LUNG	61	ATCC:NCI-H1694	NCI-H1694	carcinoma (small_cell_carcinoma)	metastasis	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988173	ncbi	SRX5432623	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH1693_LUNG	27/02/2019	1171	580	SRR8634048	SRS4395973	NCIH1693_LUNG	55	ATCC:NCI-H1693	NCI-H1693	carcinoma (adenocarcinoma)	metastasis	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10987672	ncbi	SRX5432624	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH1734_LUNG	27/02/2019	1028	511	SRR8634047	SRS4395249	NCIH1734_LUNG	56	ATCC:NCI-H1734	NCI-H1734	carcinoma (adenocarcinoma)	primary	Caucasian	female	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
Bisulfite-Seq	29	SAMN10988304	ncbi	SRX5432625	Illumina HiSeq 2000	SINGLE	Reduced Representation	GENOMIC	RRBS-NCIH1703_LUNG	27/02/2019	1246	612	SRR8634046	SRS4395977	NCIH1703_LUNG	54	ATCC:NCI-H1703	NCI-H1703	carcinoma (adenocarcinoma)	primary	Caucasian	male	lung	GCA_000001405.13	PRJNA523380	Human	BROAD INSTITUTE	public	sra		0	Homo sapiens	ILLUMINA	27/03/2019	SRP186687	cell line	cell culture
